2.526085839199654401e+03 3.931428748068464301e+03 3.822949706444986884e+00
2.526092784316567304e+03 3.938278787672226827e+03 3.813553086220048627e+00
2.526099729433597076e+03 3.948974243310401562e+03 3.801215183308097156e+00
2.526106674550976550e+03 3.952368898857342629e+03 3.792342003565774888e+00
2.526113619668589308e+03 3.941788107098324872e+03 3.776168056433623299e+00
2.526120564786433988e+03 3.938743875511435817e+03 3.766430400651478827e+00
2.526127509904511498e+03 3.944289598663522611e+03 3.753500893705156827e+00
2.526134455022938710e+03 3.942537608083982832e+03 3.741117893974827968e+00
2.526141400141483246e+03 3.953089218861494828e+03 3.730885683098140504e+00
2.526148345260375208e+03 3.953401884366389368e+03 3.718107023671795908e+00
2.526155290379500002e+03 3.953253692271145155e+03 3.708071210076611113e+00
2.526162235498742575e+03 3.952554521152276720e+03 3.695347985385579737e+00
2.526169180618333485e+03 3.956898997313619930e+03 3.687852874940847236e+00
2.526176125738155861e+03 3.944006069425646729e+03 3.674821426308874095e+00
2.526183070858212886e+03 3.950382351022602506e+03 3.666810004004672940e+00
2.526190015978502743e+03 3.951630869833999441e+03 3.656801752697664831e+00
2.526196961098909469e+03 3.949423920930369150e+03 3.647848404369650854e+00
2.526203906219664987e+03 3.956004442428248694e+03 3.639779053993476676e+00
2.526210851340652425e+03 3.956685313008978937e+03 3.634746996274804243e+00
2.526217796461756734e+03 3.948136144113677801e+03 3.625206908536353634e+00
2.526224741583094328e+03 3.958258943762820309e+03 3.618738356919080079e+00
2.526231686704664753e+03 3.955239795527367733e+03 3.610904650206551825e+00
2.526238631826468009e+03 3.954271002751557262e+03 3.604107600850832149e+00
2.526245576948503185e+03 3.961274005232830405e+03 3.601032209765561376e+00
2.526252522070654777e+03 3.947131557948413501e+03 3.591296477981347213e+00
2.526259467193040564e+03 3.954406204728340072e+03 3.586091746750671216e+00
2.526266412315658272e+03 3.960994867644970782e+03 3.580760002234653516e+00
2.526273357438507901e+03 3.965747198146567371e+03 3.578840292518718602e+00
2.526280302561475764e+03 3.959702606802190985e+03 3.570747866473875654e+00
2.526287247684676458e+03 3.959363625339959981e+03 3.564525363137864389e+00
2.526294192808109074e+03 3.958444541093396765e+03 3.558896567967962277e+00
2.526301137931658104e+03 3.964128334343163715e+03 3.556051206479663218e+00
2.526308083055440420e+03 3.956931639940549303e+03 3.548682873807545768e+00
2.526315028179456021e+03 3.960775966345993311e+03 3.543287033706818079e+00
2.526321973303587129e+03 3.963479686292814222e+03 3.539994477089921876e+00
2.526328918427834196e+03 3.967037430176841553e+03 3.534986291667252090e+00
2.526335863552430510e+03 3.963463478901090639e+03 3.529380506021789099e+00
2.526342808677028188e+03 3.960878057600406919e+03 3.522090002908276674e+00
2.526349753801973748e+03 3.963886758846226712e+03 3.518451690225084416e+00
2.526356698926920217e+03 3.971624552949054760e+03 3.516101177604237016e+00
2.526363644052215932e+03 3.966360310878293149e+03 3.508261874838634053e+00
2.526370589177512102e+03 3.963175584246158451e+03 3.504636962635097941e+00
2.526377534303040193e+03 3.974754865389572387e+03 3.502174655526200109e+00
2.526384479428801114e+03 3.967239492612436152e+03 3.498150064127436121e+00
2.526391424554678451e+03 3.962577251895222162e+03 3.495624259240685650e+00
2.526398369680789529e+03 3.975728153562022726e+03 3.494416688149465600e+00
2.526405314806899696e+03 3.963048114633253135e+03 3.489286237377223099e+00
2.526412259933358655e+03 3.963277362796208308e+03 3.486124326588850852e+00
2.526419205059816704e+03 3.974918045479333614e+03 3.485834885014070128e+00
2.526426150186510313e+03 3.974240807830928134e+03 3.482912723268102972e+00
2.526433095313319427e+03 3.978121852330245474e+03 3.482427078217509298e+00
2.526440040440360917e+03 3.970917987412965886e+03 3.477908167630816560e+00
2.526446985567518823e+03 3.971639023434142018e+03 3.476073224217181235e+00
2.526453930694793598e+03 3.974080743603418341e+03 3.473272863167972346e+00
2.526460875822302114e+03 3.974224477662646223e+03 3.467277007905243735e+00
2.526467820949808811e+03 3.981687954760425328e+03 3.468317778181408073e+00
2.526474766077548338e+03 3.970874161267475756e+03 3.462407818059503484e+00
2.526481711205521606e+03 3.974338536500424652e+03 3.459364832972582349e+00
2.526488656333494873e+03 3.983211513523586291e+03 3.460271422484187287e+00
2.526495601461700517e+03 3.984575910809162451e+03 3.456618807052711073e+00
2.526502546590022121e+03 3.975487392198361704e+03 3.452731563197109832e+00
2.526509491718460595e+03 3.973035717531897262e+03 3.451380914942848932e+00
2.526516436847016394e+03 3.975959217102416915e+03 3.449176999765017460e+00
2.526523381975804114e+03 3.975004724300805265e+03 3.447522620112378977e+00
2.526530327104592288e+03 3.973579892443618519e+03 3.444883289547132854e+00
2.526537272233613294e+03 3.977088559557520057e+03 3.443233771151097855e+00
2.526544217362750715e+03 3.981928051882297495e+03 3.444667764486210704e+00
2.526551162492004096e+03 3.974645792787799110e+03 3.442711088070750769e+00
2.526558107621373892e+03 3.972322445834098289e+03 3.440674997463635254e+00
2.526565052750977429e+03 3.981054069103053280e+03 3.440005273814926934e+00
2.526571997880580511e+03 3.984916425077293297e+03 3.438935690954897595e+00
2.526578943010300009e+03 3.982542584925978190e+03 3.439603543390657325e+00
2.526585888140250972e+03 3.977697368881935745e+03 3.437595435464983140e+00
2.526592833270318806e+03 3.982050114972600568e+03 3.435806689649838042e+00
2.526599778400388004e+03 3.975023645871645840e+03 3.434009374953432836e+00
2.526606723530689123e+03 3.980458519236658503e+03 3.433273352558912084e+00
2.526613668661106203e+03 3.979341714380877875e+03 3.431301145745650150e+00
2.526620613791524192e+03 3.975570218660518549e+03 3.428342099126780340e+00
2.526627558922175467e+03 3.984042470772783872e+03 3.431251256278942563e+00
2.526634504052884040e+03 3.981361597388021892e+03 3.426958045099340655e+00
2.526641449183766781e+03 3.982230427808853619e+03 3.426319180123835739e+00
2.526648394314709094e+03 3.974935544755478986e+03 3.423758767748020571e+00
2.526655339445825575e+03 3.977609809064545516e+03 3.422993934271584049e+00
2.526662284576999809e+03 3.977199509514102374e+03 3.423730077389610216e+00
2.526669229708290914e+03 3.975404562345678642e+03 3.420850208409667470e+00
2.526676174839697524e+03 3.977905555856951196e+03 3.421079220842206947e+00
2.526683119971220549e+03 3.987072805012587651e+03 3.421823300881214891e+00
2.526690065102860899e+03 3.986089764956947874e+03 3.420053911955358572e+00
2.526697010234616755e+03 3.989507882171754773e+03 3.420278377022923699e+00
2.526703955366431728e+03 3.978690855961356192e+03 3.416775182225781471e+00
2.526710900498421324e+03 3.979493016732205433e+03 3.417754457568091819e+00
2.526717845630470038e+03 3.983554938044796472e+03 3.415372618960158757e+00
2.526724790762632892e+03 3.979663985800109913e+03 3.414747505516070092e+00
2.526731735894913527e+03 3.981504932816570545e+03 3.414876670565263339e+00
2.526738681027252824e+03 3.984329706404969329e+03 3.414856004485704588e+00
2.526745626159708081e+03 3.983353082966202692e+03 3.412022869583531293e+00
2.526752571292278844e+03 3.984408128990399291e+03 3.413799493990304246e+00
2.526759516424966932e+03 3.977451955219191404e+03 3.409540109806009855e+00
2.526766461557713228e+03 3.983201648151759400e+03 3.410513213571213953e+00
2.526773406690575939e+03 3.984431579471110126e+03 3.407451172868570577e+00
2.526780351823495494e+03 3.983315854179536473e+03 3.408613732205281632e+00
2.526787296956532373e+03 3.982590971396181430e+03 3.408398152102661172e+00
2.526794242089686577e+03 3.982923395949474070e+03 3.408002070314378518e+00
2.526801187222956287e+03 3.983151509706008710e+03 3.407606362287213031e+00
2.526808132356283750e+03 3.979119816085949424e+03 3.404580083153066372e+00
2.526815077489669875e+03 3.990181236755445752e+03 3.407058899751295833e+00
2.526822022623231533e+03 3.989318638796643427e+03 3.407723624265535989e+00
2.526828967756792736e+03 3.978896444967803291e+03 3.404049363716348253e+00
2.526835912890529016e+03 3.983645545375699839e+03 3.404371531067872603e+00
2.526842858024263933e+03 3.987538165192099768e+03 3.404413970841865922e+00
2.526849803158173927e+03 3.987289894335195186e+03 3.402820785838876372e+00
2.526856748292084376e+03 3.987637681766530477e+03 3.402436948215862511e+00
2.526863693426169903e+03 3.983476794199078086e+03 3.401768387191463905e+00
2.526870638560254065e+03 3.987586459842181739e+03 3.402695927749229909e+00
2.526877583694512396e+03 3.983924945968066822e+03 3.400861064483439389e+00
2.526884528828772545e+03 3.989737835909478235e+03 3.401290923366234953e+00
2.526891473963206863e+03 3.982741446747817918e+03 3.400482474482869222e+00
2.526898419097640726e+03 3.987411473344693150e+03 3.400317143627354710e+00
2.526905364232191005e+03 3.980958709104403169e+03 3.399213049078763316e+00
2.526912309366799491e+03 3.988721330206939456e+03 3.399428370050327608e+00
2.526919254501524847e+03 3.986123899951483963e+03 3.398470613164827903e+00
2.526926199636308411e+03 3.989939235141031986e+03 3.399310821920507930e+00
2.526933144771207935e+03 3.980977102118383755e+03 3.397451674319076353e+00
2.526940089906166577e+03 3.991671049279269482e+03 3.398033661799663818e+00
2.526947035041182971e+03 3.982341754238631893e+03 3.396267463378038087e+00
2.526953980176257119e+03 3.974134691654106973e+03 3.394197893180910253e+00
2.526960925311448136e+03 3.986813840720795270e+03 3.397518200239620700e+00
2.526967870446696452e+03 3.988487078514194309e+03 3.396223236978191284e+00
2.526974815582062092e+03 3.986996162026468937e+03 3.394780157552950151e+00
2.526981760717485031e+03 3.993838571003170273e+03 3.398079688868319348e+00
2.526988705852967087e+03 3.983578877707335778e+03 3.393054285273446880e+00
2.526995650988507805e+03 3.985683803173411889e+03 3.393888528992813569e+00
